Area,Perimeter,Major_Axis_Length,Minor_Axis_Lenght,Eccentricity,Convex_Area,Extent,Class
71.50727491,221.4053337,100.1803205,50.98495842,0.884393035,-204.9103481,0.382864021,Cammeo
57.3359904,221.1387378,100.0749344,50.94666849,0.884377473,-219.6904682,0.382599419,Cammeo
43.16470588,220.872142,99.96954823,50.90837857,0.884361912,-234.4705882,0.382334817,Cammeo
28.99342137,220.6055461,99.86416211,50.87008864,0.884346351,-249.2507083,0.382070215,Cammeo
14.82213685,220.3389503,99.75877598,50.83179871,0.88433079,-264.0308283,0.381805613,Cammeo
0.650852341,220.0723544,99.65338986,50.79350878,0.884315228,-278.8109484,0.381541012,Cammeo
-13.52043217,219.8057586,99.54800373,50.75521886,0.884299667,-293.5910684,0.38127641,Cammeo
-27.69171669,219.5391627,99.44261761,50.71692893,0.884284106,-308.3711885,0.381011808,Cammeo
-41.8630012,219.2725668,99.33723148,50.678639,0.884268545,-323.1513085,0.380747206,Cammeo
-56.03428571,219.005971,99.23184535,50.64034908,0.884252984,-337.9314286,0.380482604,Cammeo
-70.20557023,218.7393751,99.12645923,50.60205915,0.884237422,-352.7115486,0.380218002,Cammeo
-84.37685474,218.4727793,99.0210731,50.56376922,0.884221861,-367.4916687,0.3799534,Cammeo
-98.54813926,218.2061834,98.91568698,50.5254793,0.8842063,-382.2717887,0.379688799,Cammeo
-112.7194238,217.9395876,98.81030085,50.48718937,0.884190739,-397.0519088,0.379424197,Cammeo
-126.8907083,217.6729917,98.70491473,50.44889944,0.884175177,-411.8320288,0.379159595,Cammeo
-141.0619928,217.4063958,98.5995286,50.41060952,0.884159616,-426.6121489,0.378894993,Cammeo
-155.2332773,217.1398,98.49414248,50.37231959,0.884144055,-441.3922689,0.378630391,Cammeo
-169.4045618,216.8732041,98.38875635,50.33402966,0.884128494,-456.172389,0.378365789,Cammeo
-183.5758463,216.6066083,98.28337023,50.29573974,0.884112932,-470.952509,0.378101187,Cammeo
-197.7471309,216.3400124,98.1779841,50.25744981,0.884097371,-485.7326291,0.377836586,Cammeo
-211.9184154,216.0734166,98.07259797,50.21915988,0.88408181,-500.5127491,0.377571984,Cammeo
-226.0896999,215.8068207,97.96721185,50.18086996,0.884066249,-515.2928691,0.377307382,Cammeo
-240.2609844,215.5402249,97.86182572,50.14258003,0.884050688,-530.0729892,0.37704278,Cammeo
-254.4322689,215.273629,97.7564396,50.1042901,0.884035126,-544.8531092,0.376778178,Cammeo
-268.6035534,215.0070331,97.65105347,50.06600018,0.884019565,-559.6332293,0.376513576,Cammeo
-282.7748379,214.7404373,97.54566735,50.02771025,0.884004004,-574.4133493,0.376248974,Cammeo
-296.9461224,214.4738414,97.44028122,49.98942032,0.883988443,-589.1934694,0.375984373,Cammeo
-311.117407,214.2072456,97.3348951,49.95113039,0.883972881,-603.9735894,0.375719771,Cammeo
-325.2886915,213.9406497,97.22950897,49.91284047,0.88395732,-618.7537095,0.375455169,Cammeo
-339.459976,213.6740539,97.12412285,49.87455054,0.883941759,-633.5338295,0.375190567,Cammeo
-353.6312605,213.407458,97.01873672,49.83626061,0.883926198,-648.3139496,0.374925965,Cammeo
-367.802545,213.1408621,96.9133506,49.79797069,0.883910637,-663.0940696,0.374661363,Cammeo
-381.9738295,212.8742663,96.80796447,49.75968076,0.883895075,-677.8741897,0.374396761,Cammeo
-396.145114,212.6076704,96.70257834,49.72139083,0.883879514,-692.6543097,0.37413216,Cammeo
-410.3163986,212.3410746,96.59719222,49.68310091,0.883863953,-707.4344298,0.373867558,Cammeo
-424.4876831,212.0744787,96.49180609,49.64481098,0.883848392,-722.2145498,0.373602956,Cammeo
-438.6589676,211.8078829,96.38641997,49.60652105,0.88383283,-736.9946699,0.373338354,Cammeo
-452.8302521,211.541287,96.28103384,49.56823113,0.883817269,-751.7747899,0.373073752,Cammeo
-467.0015366,211.2746912,96.17564772,49.5299412,0.883801708,-766.55491,0.37280915,Cammeo
-481.1728211,211.0080953,96.07026159,49.49165127,0.883786147,-781.33503,0.372544548,Cammeo
-495.3441056,210.7414994,95.96487547,49.45336135,0.883770586,-796.1151501,0.372279947,Cammeo
-509.5153902,210.4749036,95.85948934,49.41507142,0.883755024,-810.8952701,0.372015345,Cammeo
-523.6866747,210.2083077,95.75410322,49.37678149,0.883739463,-825.6753902,0.371750743,Cammeo
-537.8579592,209.9417119,95.64871709,49.33849157,0.883723902,-840.4555102,0.371486141,Cammeo
-552.0292437,209.675116,95.54333097,49.30020164,0.883708341,-855.2356303,0.371221539,Cammeo
-566.2005282,209.4085202,95.43794484,49.26191171,0.883692779,-870.0157503,0.370956937,Cammeo
-580.3718127,209.1419243,95.33255871,49.22362179,0.883677218,-884.7958703,0.370692335,Cammeo
-594.5430972,208.8753284,95.22717259,49.18533186,0.883661657,-899.5759904,0.370427734,Cammeo
-608.7143818,208.6087326,95.12178646,49.14704193,0.883646096,-914.3561104,0.370163132,Cammeo
-622.8856663,208.3421367,95.01640034,49.10875201,0.883630534,-929.1362305,0.36989853,Cammeo
-637.0569508,208.0755409,94.91101421,49.07046208,0.883614973,-943.9163505,0.369633928,Cammeo
-651.2282353,207.808945,94.80562809,49.03217215,0.883599412,-958.6964706,0.369369326,Cammeo
-665.3995198,207.5423492,94.70024196,48.99388222,0.883583851,-973.4765906,0.369104724,Cammeo
-679.5708043,207.2757533,94.59485584,48.9555923,0.88356829,-988.2567107,0.368840122,Cammeo
-693.7420888,207.0091575,94.48946971,48.91730237,0.883552728,-1003.036831,0.368575521,Cammeo
-707.9133733,206.7425616,94.38408359,48.87901244,0.883537167,-1017.816951,0.368310919,Cammeo
-722.0846579,206.4759657,94.27869746,48.84072252,0.883521606,-1032.597071,0.368046317,Cammeo
-736.2559424,206.2093699,94.17331134,48.80243259,0.883506045,-1047.377191,0.367781715,Cammeo
-750.4272269,205.942774,94.06792521,48.76414266,0.883490483,-1062.157311,0.367517113,Cammeo
-764.5985114,205.6761782,93.96253908,48.72585274,0.883474922,-1076.937431,0.367252511,Cammeo
-778.7697959,205.4095823,93.85715296,48.68756281,0.883459361,-1091.717551,0.366987909,Cammeo
-792.9410804,205.1429865,93.75176683,48.64927288,0.8834438,-1106.497671,0.366723308,Cammeo
-807.1123649,204.8763906,93.64638071,48.61098296,0.883428239,-1121.277791,0.366458706,Cammeo
-821.2836495,204.6097948,93.54099458,48.57269303,0.883412677,-1136.057911,0.366194104,Cammeo
-835.454934,204.3431989,93.43560846,48.5344031,0.883397116,-1150.838031,0.365929502,Cammeo
-849.6262185,204.076603,93.33022233,48.49611318,0.883381555,-1165.618151,0.3656649,Cammeo
-863.797503,203.8100072,93.22483621,48.45782325,0.883365994,-1180.398271,0.365400298,Cammeo
-877.9687875,203.5434113,93.11945008,48.41953332,0.883350432,-1195.178391,0.365135696,Cammeo
-892.140072,203.2768155,93.01406396,48.3812434,0.883334871,-1209.958511,0.364871095,Cammeo
-906.3113565,203.0102196,92.90867783,48.34295347,0.88331931,-1224.738631,0.364606493,Cammeo
-920.4826411,202.7436238,92.80329171,48.30466354,0.883303749,-1239.518752,0.364341891,Cammeo
-934.6539256,202.4770279,92.69790558,48.26637362,0.883288188,-1254.298872,0.364077289,Cammeo
-948.8252101,202.210432,92.59251945,48.22808369,0.883272626,-1269.078992,0.363812687,Cammeo
-962.9964946,201.9438362,92.48713333,48.18979376,0.883257065,-1283.859112,0.363548085,Cammeo
-977.1677791,201.6772403,92.3817472,48.15150383,0.883241504,-1298.639232,0.363283484,Cammeo
-991.3390636,201.4106445,92.27636108,48.11321391,0.883225943,-1313.419352,0.363018882,Cammeo
-1005.510348,201.1440486,92.17097495,48.07492398,0.883210381,-1328.199472,0.36275428,Cammeo
-1019.681633,200.8774528,92.06558883,48.03663405,0.88319482,-1342.979592,0.362489678,Cammeo
-1033.852917,200.6108569,91.9602027,47.99834413,0.883179259,-1357.759712,0.362225076,Cammeo
-1048.024202,200.3442611,91.85481658,47.9600542,0.883163698,-1372.539832,0.361960474,Cammeo
-1062.195486,200.0776652,91.74943045,47.92176427,0.883148136,-1387.319952,0.361695872,Cammeo
-1076.366771,199.8110693,91.64404433,47.88347435,0.883132575,-1402.100072,0.361431271,Cammeo
-1090.538055,199.5444735,91.5386582,47.84518442,0.883117014,-1416.880192,0.361166669,Cammeo
-1104.70934,199.2778776,91.43327207,47.80689449,0.883101453,-1431.660312,0.360902067,Cammeo
-1118.880624,199.0112818,91.32788595,47.76860457,0.883085892,-1446.440432,0.360637465,Cammeo
-1133.051909,198.7446859,91.22249982,47.73031464,0.88307033,-1461.220552,0.360372863,Cammeo
-1147.223193,198.4780901,91.1171137,47.69202471,0.883054769,-1476.000672,0.360108261,Cammeo
-1161.394478,198.2114942,91.01172757,47.65373479,0.883039208,-1490.780792,0.359843659,Cammeo
-1175.565762,197.9448983,90.90634145,47.61544486,0.883023647,-1505.560912,0.359579058,Cammeo
-1189.737047,197.6783025,90.80095532,47.57715493,0.883008085,-1520.341032,0.359314456,Cammeo
-1203.908331,197.4117066,90.6955692,47.53886501,0.882992524,-1535.121152,0.359049854,Cammeo
-1218.079616,197.1451108,90.59018307,47.50057508,0.882976963,-1549.901273,0.358785252,Cammeo
-1232.2509,196.8785149,90.48479695,47.46228515,0.882961402,-1564.681393,0.35852065,Cammeo
-1246.422185,196.6119191,90.37941082,47.42399523,0.882945841,-1579.461513,0.358256048,Cammeo
-1260.593469,196.3453232,90.2740247,47.3857053,0.882930279,-1594.241633,0.357991446,Cammeo
-1274.764754,196.0787274,90.16863857,47.34741537,0.882914718,-1609.021753,0.357726845,Cammeo
-1288.936038,195.8121315,90.06325244,47.30912544,0.882899157,-1623.801873,0.357462243,Cammeo
-1303.107323,195.5455356,89.95786632,47.27083552,0.882883596,-1638.581993,0.357197641,Cammeo
-1317.278607,195.2789398,89.85248019,47.23254559,0.882868034,-1653.362113,0.356933039,Cammeo
-1331.449892,195.0123439,89.74709407,47.19425566,0.882852473,-1668.142233,0.356668437,Cammeo
-1345.621176,194.7457481,89.64170794,47.15596574,0.882836912,-1682.922353,0.356403835,Cammeo
-1359.792461,194.4791522,89.53632182,47.11767581,0.882821351,-1697.702473,0.356139233,Cammeo
-1373.963745,194.2125564,89.43093569,47.07938588,0.88280579,-1712.482593,0.355874632,Cammeo
-1388.13503,193.9459605,89.32554957,47.04109596,0.882790228,-1727.262713,0.35561003,Cammeo
-1402.306315,193.6793647,89.22016344,47.00280603,0.882774667,-1742.042833,0.355345428,Cammeo
-1416.477599,193.4127688,89.11477732,46.9645161,0.882759106,-1756.822953,0.355080826,Cammeo
-1430.648884,193.1461729,89.00939119,46.92622618,0.882743545,-1771.603073,0.354816224,Cammeo
-1444.820168,192.8795771,88.90400507,46.88793625,0.882727983,-1786.383193,0.354551622,Cammeo
-1458.991453,192.6129812,88.79861894,46.84964632,0.882712422,-1801.163313,0.35428702,Cammeo
-1473.162737,192.3463854,88.69323281,46.8113564,0.882696861,-1815.943433,0.354022419,Cammeo
-1487.334022,192.0797895,88.58784669,46.77306647,0.8826813,-1830.723553,0.353757817,Cammeo
-1501.505306,191.8131937,88.48246056,46.73477654,0.882665738,-1845.503673,0.353493215,Cammeo
-1515.676591,191.5465978,88.37707444,46.69648662,0.882650177,-1860.283794,0.353228613,Cammeo
-1529.847875,191.2800019,88.27168831,46.65819669,0.882634616,-1875.063914,0.352964011,Cammeo
-1544.01916,191.0134061,88.16630219,46.61990676,0.882619055,-1889.844034,0.352699409,Cammeo
-1558.190444,190.7468102,88.06091606,46.58161684,0.882603494,-1904.624154,0.352434807,Cammeo
-1572.361729,190.4802144,87.95552994,46.54332691,0.882587932,-1919.404274,0.352170206,Cammeo
-1586.533013,190.2136185,87.85014381,46.50503698,0.882572371,-1934.184394,0.351905604,Cammeo
-1600.704298,189.9470227,87.74475769,46.46674706,0.88255681,-1948.964514,0.351641002,Cammeo
-1614.875582,189.6804268,87.63937156,46.42845713,0.882541249,-1963.744634,0.3513764,Cammeo
-1629.046867,189.413831,87.53398544,46.3901672,0.882525687,-1978.524754,0.351111798,Cammeo
-1643.218151,189.1472351,87.42859931,46.35187727,0.882510126,-1993.304874,0.350847196,Cammeo
-1657.389436,188.8806392,87.32321318,46.31358735,0.882494565,-2008.084994,0.350582594,Cammeo
-1671.56072,188.6140434,87.21782706,46.27529742,0.882479004,-2022.865114,0.350317993,Cammeo
-1685.732005,188.3474475,87.11244093,46.23700749,0.882463443,-2037.645234,0.350053391,Cammeo
-1699.903289,188.0808517,87.00705481,46.19871757,0.882447881,-2052.425354,0.349788789,Cammeo
-1714.074574,187.8142558,86.90166868,46.16042764,0.88243232,-2067.205474,0.349524187,Cammeo
-1728.245858,187.54766,86.79628256,46.12213771,0.882416759,-2081.985594,0.349259585,Cammeo
-1742.417143,187.2810641,86.69089643,46.08384779,0.882401198,-2096.765714,0.348994983,Cammeo
-1756.588427,187.0144682,86.58551031,46.04555786,0.882385636,-2111.545834,0.348730381,Cammeo
-1770.759712,186.7478724,86.48012418,46.00726793,0.882370075,-2126.325954,0.34846578,Cammeo
-1784.930996,186.4812765,86.37473806,45.96897801,0.882354514,-2141.106074,0.348201178,Cammeo
-1799.102281,186.2146807,86.26935193,45.93068808,0.882338953,-2155.886194,0.347936576,Cammeo
-1813.273565,185.9480848,86.16396581,45.89239815,0.882323392,-2170.666315,0.347671974,Cammeo
-1827.44485,185.681489,86.05857968,45.85410823,0.88230783,-2185.446435,0.347407372,Cammeo
-1841.616134,185.4148931,85.95319355,45.8158183,0.882292269,-2200.226555,0.34714277,Cammeo
-1855.787419,185.1482973,85.84780743,45.77752837,0.882276708,-2215.006675,0.346878168,Cammeo
-1869.958703,184.8817014,85.7424213,45.73923845,0.882261147,-2229.786795,0.346613567,Cammeo
-1884.129988,184.6151055,85.63703518,45.70094852,0.882245585,-2244.566915,0.346348965,Cammeo
-1898.301273,184.3485097,85.53164905,45.66265859,0.882230024,-2259.347035,0.346084363,Cammeo
-1912.472557,184.0819138,85.42626293,45.62436867,0.882214463,-2274.127155,0.345819761,Cammeo
-1926.643842,183.815318,85.3208768,45.58607874,0.882198902,-2288.907275,0.345555159,Cammeo
-1940.815126,183.5487221,85.21549068,45.54778881,0.88218334,-2303.687395,0.345290557,Cammeo
-1954.986411,183.2821263,85.11010455,45.50949888,0.882167779,-2318.467515,0.345025955,Cammeo
-1969.157695,183.0155304,85.00471843,45.47120896,0.882152218,-2333.247635,0.344761354,Cammeo
-1983.32898,182.7489346,84.8993323,45.43291903,0.882136657,-2348.027755,0.344496752,Cammeo
-1997.500264,182.4823387,84.79394617,45.3946291,0.882121096,-2362.807875,0.34423215,Cammeo
-2011.671549,182.2157428,84.68856005,45.35633918,0.882105534,-2377.587995,0.343967548,Cammeo
-2025.842833,181.949147,84.58317392,45.31804925,0.882089973,-2392.368115,0.343702946,Cammeo
-2040.014118,181.6825511,84.4777878,45.27975932,0.882074412,-2407.148235,0.343438344,Cammeo
-2054.185402,181.4159553,84.37240167,45.2414694,0.882058851,-2421.928355,0.343173742,Cammeo
-2068.356687,181.1493594,84.26701555,45.20317947,0.882043289,-2436.708475,0.342909141,Cammeo
-2082.527971,180.8827636,84.16162942,45.16488954,0.882027728,-2451.488595,0.342644539,Cammeo
-2096.699256,180.6161677,84.0562433,45.12659962,0.882012167,-2466.268715,0.342379937,Cammeo
-2110.87054,180.3495718,83.95085717,45.08830969,0.881996606,-2481.048836,0.342115335,Cammeo
-2125.041825,180.082976,83.84547105,45.05001976,0.881981045,-2495.828956,0.341850733,Cammeo
-2139.213109,179.8163801,83.74008492,45.01172984,0.881965483,-2510.609076,0.341586131,Cammeo
-2153.384394,179.5497843,83.6346988,44.97343991,0.881949922,-2525.389196,0.341321529,Cammeo
-2167.555678,179.2831884,83.52931267,44.93514998,0.881934361,-2540.169316,0.341056928,Cammeo
-2181.726963,179.0165926,83.42392654,44.89686006,0.8819188,-2554.949436,0.340792326,Cammeo
-2195.898247,178.7499967,83.31854042,44.85857013,0.881903238,-2569.729556,0.340527724,Cammeo
-2210.069532,178.4834009,83.21315429,44.8202802,0.881887677,-2584.509676,0.340263122,Cammeo
-2224.240816,178.216805,83.10776817,44.78199028,0.881872116,-2599.289796,0.33999852,Cammeo
-2238.412101,177.9502091,83.00238204,44.74370035,0.881856555,-2614.069916,0.339733918,Cammeo
-2252.583385,177.6836133,82.89699592,44.70541042,0.881840994,-2628.850036,0.339469316,Cammeo
-2266.75467,177.4170174,82.79160979,44.6671205,0.881825432,-2643.630156,0.339204715,Cammeo
-2280.925954,177.1504216,82.68622367,44.62883057,0.881809871,-2658.410276,0.338940113,Cammeo
-2295.097239,176.8838257,82.58083754,44.59054064,0.88179431,-2673.190396,0.338675511,Cammeo
-2309.268523,176.6172299,82.47545142,44.55225071,0.881778749,-2687.970516,0.338410909,Cammeo
-2323.439808,176.350634,82.37006529,44.51396079,0.881763187,-2702.750636,0.338146307,Cammeo
-2337.611092,176.0840381,82.26467917,44.47567086,0.881747626,-2717.530756,0.337881705,Cammeo
-2351.782377,175.8174423,82.15929304,44.43738093,0.881732065,-2732.310876,0.337617103,Cammeo
-2365.953661,175.5508464,82.05390691,44.39909101,0.881716504,-2747.090996,0.337352502,Cammeo
-2380.124946,175.2842506,81.94852079,44.36080108,0.881700942,-2761.871116,0.3370879,Cammeo
-2394.29623,175.0176547,81.84313466,44.32251115,0.881685381,-2776.651236,0.336823298,Cammeo
-2408.467515,174.7510589,81.73774854,44.28422123,0.88166982,-2791.431357,0.336558696,Cammeo
-2422.6388,174.484463,81.63236241,44.2459313,0.881654259,-2806.211477,0.336294094,Cammeo
-2436.810084,174.2178672,81.52697629,44.20764137,0.881638698,-2820.991597,0.336029492,Cammeo
-2450.981369,173.9512713,81.42159016,44.16935145,0.881623136,-2835.771717,0.33576489,Cammeo
-2465.152653,173.6846754,81.31620404,44.13106152,0.881607575,-2850.551837,0.335500289,Cammeo
-2479.323938,173.4180796,81.21081791,44.09277159,0.881592014,-2865.331957,0.335235687,Cammeo
-2493.495222,173.1514837,81.10543179,44.05448167,0.881576453,-2880.112077,0.334971085,Cammeo
-2507.666507,172.8848879,81.00004566,44.01619174,0.881560891,-2894.892197,0.334706483,Cammeo
-2521.837791,172.618292,80.89465954,43.97790181,0.88154533,-2909.672317,0.334441881,Cammeo
-2536.009076,172.3516962,80.78927341,43.93961189,0.881529769,-2924.452437,0.334177279,Cammeo
-2550.18036,172.0851003,80.68388728,43.90132196,0.881514208,-2939.232557,0.333912677,Cammeo
-2564.351645,171.8185044,80.57850116,43.86303203,0.881498647,-2954.012677,0.333648076,Cammeo
-2578.522929,171.5519086,80.47311503,43.82474211,0.881483085,-2968.792797,0.333383474,Cammeo
-2592.694214,171.2853127,80.36772891,43.78645218,0.881467524,-2983.572917,0.333118872,Cammeo
-2606.865498,171.0187169,80.26234278,43.74816225,0.881451963,-2998.353037,0.33285427,Cammeo
-2621.036783,170.752121,80.15695666,43.70987232,0.881436402,-3013.133157,0.332589668,Cammeo
-2635.208067,170.4855252,80.05157053,43.6715824,0.88142084,-3027.913277,0.332325066,Cammeo
-2649.379352,170.2189293,79.94618441,43.63329247,0.881405279,-3042.693397,0.332060464,Cammeo
-2663.550636,169.9523335,79.84079828,43.59500254,0.881389718,-3057.473517,0.331795863,Cammeo
-2677.721921,169.6857376,79.73541216,43.55671262,0.881374157,-3072.253637,0.331531261,Cammeo
-2691.893205,169.4191417,79.63002603,43.51842269,0.881358596,-3087.033758,0.331266659,Cammeo
-2706.06449,169.1525459,79.52463991,43.48013276,0.881343034,-3101.813878,0.331002057,Cammeo
-2720.235774,168.88595,79.41925378,43.44184284,0.881327473,-3116.593998,0.330737455,Cammeo
-2734.407059,168.6193542,79.31386765,43.40355291,0.881311912,-3131.374118,0.330472853,Cammeo
-2748.578343,168.3527583,79.20848153,43.36526298,0.881296351,-3146.154238,0.330208251,Cammeo
-2762.749628,168.0861625,79.1030954,43.32697306,0.881280789,-3160.934358,0.32994365,Cammeo
-2776.920912,167.8195666,78.99770928,43.28868313,0.881265228,-3175.714478,0.329679048,Cammeo
-2791.092197,167.5529708,78.89232315,43.2503932,0.881249667,-3190.494598,0.329414446,Cammeo
-2805.263481,167.2863749,78.78693703,43.21210328,0.881234106,-3205.274718,0.329149844,Cammeo
-2819.434766,167.019779,78.6815509,43.17381335,0.881218544,-3220.054838,0.328885242,Cammeo
-2833.60605,166.7531832,78.57616478,43.13552342,0.881202983,-3234.834958,0.32862064,Cammeo
-2847.777335,166.4865873,78.47077865,43.0972335,0.881187422,-3249.615078,0.328356038,Cammeo
-2861.948619,166.2199915,78.36539253,43.05894357,0.881171861,-3264.395198,0.328091437,Cammeo
-2876.119904,165.9533956,78.2600064,43.02065364,0.8811563,-3279.175318,0.327826835,Cammeo
-2890.291188,165.6867998,78.15462027,42.98236372,0.881140738,-3293.955438,0.327562233,Cammeo
-2904.462473,165.4202039,78.04923415,42.94407379,0.881125177,-3308.735558,0.327297631,Cammeo
-2918.633758,165.153608,77.94384802,42.90578386,0.881109616,-3323.515678,0.327033029,Cammeo
-2932.805042,164.8870122,77.8384619,42.86749393,0.881094055,-3338.295798,0.326768427,Cammeo
-2946.976327,164.6204163,77.73307577,42.82920401,0.881078493,-3353.075918,0.326503825,Cammeo
-2961.147611,164.3538205,77.62768965,42.79091408,0.881062932,-3367.856038,0.326239224,Cammeo
-2975.318896,164.0872246,77.52230352,42.75262415,0.881047371,-3382.636158,0.325974622,Cammeo
-2989.49018,163.8206288,77.4169174,42.71433423,0.88103181,-3397.416279,0.32571002,Cammeo
-3003.661465,163.5540329,77.31153127,42.6760443,0.881016249,-3412.196399,0.325445418,Cammeo
-3017.832749,163.2874371,77.20614515,42.63775437,0.881000687,-3426.976519,0.325180816,Cammeo
-3032.004034,163.0208412,77.10075902,42.59946445,0.880985126,-3441.756639,0.324916214,Cammeo
-3046.175318,162.7542453,76.9953729,42.56117452,0.880969565,-3456.536759,0.324651612,Cammeo
-3060.346603,162.4876495,76.88998677,42.52288459,0.880954004,-3471.316879,0.324387011,Cammeo
-3074.517887,162.2210536,76.78460064,42.48459467,0.880938442,-3486.096999,0.324122409,Cammeo
-3088.689172,161.9544578,76.67921452,42.44630474,0.880922881,-3500.877119,0.323857807,Cammeo
-3102.860456,161.6878619,76.57382839,42.40801481,0.88090732,-3515.657239,0.323593205,Cammeo
-3117.031741,161.4212661,76.46844227,42.36972489,0.880891759,-3530.437359,0.323328603,Cammeo
-3131.203025,161.1546702,76.36305614,42.33143496,0.880876198,-3545.217479,0.323064001,Cammeo
-3145.37431,160.8880743,76.25767002,42.29314503,0.880860636,-3559.997599,0.322799399,Cammeo
-3159.545594,160.6214785,76.15228389,42.25485511,0.880845075,-3574.777719,0.322534798,Cammeo
-3173.716879,160.3548826,76.04689777,42.21656518,0.880829514,-3589.557839,0.322270196,Cammeo
-3187.888163,160.0882868,75.94151164,42.17827525,0.880813953,-3604.337959,0.322005594,Cammeo
-3202.059448,159.8216909,75.83612552,42.13998533,0.880798391,-3619.118079,0.321740992,Cammeo
-3216.230732,159.5550951,75.73073939,42.1016954,0.88078283,-3633.898199,0.32147639,Cammeo
-3230.402017,159.2884992,75.62535327,42.06340547,0.880767269,-3648.678319,0.321211788,Cammeo
-3244.573301,159.0219034,75.51996714,42.02511555,0.880751708,-3663.458439,0.320947186,Cammeo
-3258.744586,158.7553075,75.41458101,41.98682562,0.880736146,-3678.238559,0.320682585,Cammeo
-3272.91587,158.4887116,75.30919489,41.94853569,0.880720585,-3693.018679,0.320417983,Cammeo
-3287.087155,158.2221158,75.20380876,41.91024576,0.880705024,-3707.7988,0.320153381,Cammeo
-3301.258439,157.9555199,75.09842264,41.87195584,0.880689463,-3722.57892,0.319888779,Cammeo
-3315.429724,157.6889241,74.99303651,41.83366591,0.880673902,-3737.35904,0.319624177,Cammeo
-3329.601008,157.4223282,74.88765039,41.79537598,0.88065834,-3752.13916,0.319359575,Cammeo
-3343.772293,157.1557324,74.78226426,41.75708606,0.880642779,-3766.91928,0.319094974,Cammeo
-3357.943577,156.8891365,74.67687814,41.71879613,0.880627218,-3781.6994,0.318830372,Cammeo
-3372.114862,156.6225407,74.57149201,41.6805062,0.880611657,-3796.47952,0.31856577,Cammeo
-3386.286146,156.3559448,74.46610589,41.64221628,0.880596095,-3811.25964,0.318301168,Cammeo
-3400.457431,156.0893489,74.36071976,41.60392635,0.880580534,-3826.03976,0.318036566,Cammeo
-3414.628715,155.8227531,74.25533364,41.56563642,0.880564973,-3840.81988,0.317771964,Cammeo
-3428.8,155.5561572,74.14994751,41.5273465,0.880549412,-3855.6,0.317507362,Cammeo
-3442.971285,155.2895614,74.04456138,41.48905657,0.880533851,-3870.38012,0.317242761,Cammeo
-3457.142569,155.0229655,73.93917526,41.45076664,0.880518289,-3885.16024,0.316978159,Cammeo
-3471.313854,154.7563697,73.83378913,41.41247672,0.880502728,-3899.94036,0.316713557,Cammeo
-3485.485138,154.4897738,73.72840301,41.37418679,0.880487167,-3914.72048,0.316448955,Cammeo
-3499.656423,154.2231779,73.62301688,41.33589686,0.880471606,-3929.5006,0.316184353,Cammeo
-3513.827707,153.9565821,73.51763076,41.29760694,0.880456044,-3944.28072,0.315919751,Cammeo
-3527.998992,153.6899862,73.41224463,41.25931701,0.880440483,-3959.06084,0.315655149,Cammeo
-3542.170276,153.4233904,73.30685851,41.22102708,0.880424922,-3973.84096,0.315390548,Cammeo
-3556.341561,153.1567945,73.20147238,41.18273716,0.880409361,-3988.62108,0.315125946,Cammeo
-3570.512845,152.8901987,73.09608626,41.14444723,0.8803938,-4003.4012,0.314861344,Cammeo
-3584.68413,152.6236028,72.99070013,41.1061573,0.880378238,-4018.181321,0.314596742,Cammeo
-3598.855414,152.357007,72.88531401,41.06786737,0.880362677,-4032.961441,0.31433214,Cammeo
-3613.026699,152.0904111,72.77992788,41.02957745,0.880347116,-4047.741561,0.314067538,Cammeo
-3627.197983,151.8238152,72.67454175,40.99128752,0.880331555,-4062.521681,0.313802936,Cammeo
-3641.369268,151.5572194,72.56915563,40.95299759,0.880315993,-4077.301801,0.313538335,Cammeo
-3655.540552,151.2906235,72.4637695,40.91470767,0.880300432,-4092.081921,0.313273733,Cammeo
-3669.711837,151.0240277,72.35838338,40.87641774,0.880284871,-4106.862041,0.313009131,Cammeo
-3683.883121,150.7574318,72.25299725,40.83812781,0.88026931,-4121.642161,0.312744529,Cammeo
-3698.054406,150.490836,72.14761113,40.79983789,0.880253748,-4136.422281,0.312479927,Cammeo
-3712.22569,150.2242401,72.042225,40.76154796,0.880238187,-4151.202401,0.312215325,Cammeo
-3726.396975,149.9576442,71.93683888,40.72325803,0.880222626,-4165.982521,0.311950723,Cammeo
-3740.568259,149.6910484,71.83145275,40.68496811,0.880207065,-4180.762641,0.311686122,Cammeo
-3754.739544,149.4244525,71.72606663,40.64667818,0.880191504,-4195.542761,0.31142152,Cammeo
-3768.910828,149.1578567,71.6206805,40.60838825,0.880175942,-4210.322881,0.311156918,Cammeo
-3783.082113,148.8912608,71.51529437,40.57009833,0.880160381,-4225.103001,0.310892316,Cammeo
-3797.253397,148.624665,71.40990825,40.5318084,0.88014482,-4239.883121,0.310627714,Cammeo
-3811.424682,148.3580691,71.30452212,40.49351847,0.880129259,-4254.663241,0.310363112,Cammeo
-3825.595966,148.0914733,71.199136,40.45522855,0.880113697,-4269.443361,0.31009851,Cammeo
-3839.767251,147.8248774,71.09374987,40.41693862,0.880098136,-4284.223481,0.309833909,Cammeo
-3853.938535,147.5582815,70.98836375,40.37864869,0.880082575,-4299.003601,0.309569307,Cammeo
-3868.10982,147.2916857,70.88297762,40.34035877,0.880067014,-4313.783721,0.309304705,Cammeo
